экран;вкладка;подвкладка;вид (переключатель);основная кнопка;кнопка файл:строка;№;вид элемента;подпись;key;умолчание ni;умолчание al;умолчание fe;мин;макс;шаг;условие показа;в раскрывающемся блоке;форма;в одной строке (st.columns);обязательное;через функцию;подсказка (help);прочее;файл:строка
S12;Свойства;Плотность;;Рассчитать плотность и объёмные доли;app/ThermoGar_app.py:1770;16;кнопка;Рассчитать плотность и объёмные доли;physical_single_calculate;;;;;;;не (too_cold is not None);;;;;;;type='primary';app/ThermoGar_app.py:1767
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;1;заголовок;Физические свойства и механизмы упрочнения;;;;;;;;;;;;;;;;app/ThermoGar_app.py:11765
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;2;подпись;Плотность и объёмные доли считаются по термодинамической и физической базам. Упругость и упрочнение — по тем же базам.;;;;;;;;;;;;;;;;app/ThermoGar_app.py:11766
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;3;плашка (error, текст исключения);Физическая база не подключена: файлы не прошли проверку.;;;;;;;;при исключении;;;;;;;;app/ThermoGar_app.py:11777
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;4;галочка;Применять поправки проекта ThermoGar к физической базе;physical_overrides_enabled_env_locked;False;False;False;;;;not overrides_enabled_by_environment();;;;нет;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;Поправка проекта заменяет в физической базе тепловое расширение хрома коэффициентами из статьи, на которую ссылается сама база: перенос этих чисел в базу сломан. Снимите галочку, чтобы считать плотность строго по данным базы, — у сплавов с хромом она выйдет ниже, до 1 % при 700 °C и до 2 % при 1300…;disabled=True;app/ThermoGar_app.py:1467
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;5;подпись;Поправки выключены при запуске ThermoGar, поэтому галочка сейчас не действует.;;;;;;;;not overrides_enabled_by_environment();;;;;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;;;app/ThermoGar_app.py:1474
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;6;раскрывающийся блок;Технические сведения (expanded=False);;;;;;;;not overrides_enabled_by_environment();;;;;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;;;app/ThermoGar_app.py:1475
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;7;подпись;Переменная окружения THERMOGAR_PHYSICAL_OVERRIDES=off. Чтобы включить поправки, запустите ThermoGar без неё.;;;;;;;;not overrides_enabled_by_environment();Технические сведения;;;;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;;;app/ThermoGar_app.py:1476
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;8;галочка;Применять поправки проекта ThermoGar к физической базе;physical_overrides_enabled;True;True;True;;;;не (not overrides_enabled_by_environment());;;;нет;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;Поправка проекта заменяет в физической базе тепловое расширение хрома коэффициентами из статьи, на которую ссылается сама база: перенос этих чисел в базу сломан. Снимите галочку, чтобы считать плотность строго по данным базы, — у сплавов с хромом она выйдет ниже, до 1 % при 700 °C и до 2 % при 1300…;;app/ThermoGar_app.py:1479
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;9;подпись;### Плотность и объёмные доли по температуре;;;;;;;;;;;;;;;;app/ThermoGar_app.py:1882
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;10;поле (число);Температура от, °C;physical_t_min_{база};500;200;400;;;10;;;;st.columns@ThermoGar_app.py:1883;нет;;;;app/ThermoGar_app.py:1885
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;11;поле (число);Температура до, °C;physical_t_max_{база};1200;700;1200;;;10;;;;st.columns@ThermoGar_app.py:1883;нет;;;;app/ThermoGar_app.py:1887
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;12;поле (число);Шаг температуры, °C;physical_t_step_{база};25;25;400;0.1;;5;;;;st.columns@ThermoGar_app.py:1883;нет;;;;app/ThermoGar_app.py:1889
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;13;галочка;Выбрать фазы вручную;physical_scan_manual;False;False;False;;;;;;;;нет;_b4b_requested_phases (ThermoGar_app.py:1543), вызов ThermoGar_app.py:1890;;;app/ThermoGar_app.py:1552
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;14;подпись;'Автоматические фазы: ' + ', '.join(automatic);;;;;;;;not manual;;;;;_b4b_requested_phases (ThermoGar_app.py:1543), вызов ThermoGar_app.py:1890;;;app/ThermoGar_app.py:1557
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;15;мультивыбор;Фазы;physical_scan_tokens;— (не показывается);— (не показывается);— (не показывается);;;;не (not manual);;;;нет;_b4b_requested_phases (ThermoGar_app.py:1543), вызов ThermoGar_app.py:1890;;;app/ThermoGar_app.py:1563
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;16;плашка (error);too_cold;;;;;;;;too_cold is not None;;;;;;;;app/ThermoGar_app.py:1894
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;17;кнопка;Построить плотность по температуре;physical_scan_calculate;;;;;;;too_cold is not None;;;;;;;"type='primary'; disabled=True";app/ThermoGar_app.py:1895
S13;Свойства;Плотность по T;;Построить плотность по температуре;app/ThermoGar_app.py:1941;18;кнопка;Построить плотность по температуре;physical_scan_calculate;;;;;;;не (too_cold is not None);;;;;;;type='primary';app/ThermoGar_app.py:1938
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;1;заголовок;Физические свойства и механизмы упрочнения;;;;;;;;;;;;;;;;app/ThermoGar_app.py:11765
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;2;подпись;Плотность и объёмные доли считаются по термодинамической и физической базам. Упругость и упрочнение — по тем же базам.;;;;;;;;;;;;;;;;app/ThermoGar_app.py:11766
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;3;плашка (error, текст исключения);Физическая база не подключена: файлы не прошли проверку.;;;;;;;;при исключении;;;;;;;;app/ThermoGar_app.py:11777
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;4;галочка;Применять поправки проекта ThermoGar к физической базе;physical_overrides_enabled_env_locked;False;False;False;;;;not overrides_enabled_by_environment();;;;нет;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;Поправка проекта заменяет в физической базе тепловое расширение хрома коэффициентами из статьи, на которую ссылается сама база: перенос этих чисел в базу сломан. Снимите галочку, чтобы считать плотность строго по данным базы, — у сплавов с хромом она выйдет ниже, до 1 % при 700 °C и до 2 % при 1300…;disabled=True;app/ThermoGar_app.py:1467
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;5;подпись;Поправки выключены при запуске ThermoGar, поэтому галочка сейчас не действует.;;;;;;;;not overrides_enabled_by_environment();;;;;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;;;app/ThermoGar_app.py:1474
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;6;раскрывающийся блок;Технические сведения (expanded=False);;;;;;;;not overrides_enabled_by_environment();;;;;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;;;app/ThermoGar_app.py:1475
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;7;подпись;Переменная окружения THERMOGAR_PHYSICAL_OVERRIDES=off. Чтобы включить поправки, запустите ThermoGar без неё.;;;;;;;;not overrides_enabled_by_environment();Технические сведения;;;;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;;;app/ThermoGar_app.py:1476
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;8;галочка;Применять поправки проекта ThermoGar к физической базе;physical_overrides_enabled;True;True;True;;;;не (not overrides_enabled_by_environment());;;;нет;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;Поправка проекта заменяет в физической базе тепловое расширение хрома коэффициентами из статьи, на которую ссылается сама база: перенос этих чисел в базу сломан. Снимите галочку, чтобы считать плотность строго по данным базы, — у сплавов с хромом она выйдет ниже, до 1 % при 700 °C и до 2 % при 1300…;;app/ThermoGar_app.py:1479
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;9;подпись;### Упругие свойства по фазовым долям;;;;;;;;;;;;;;;;app/ThermoGar_app.py:2186
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;10;подпись;Сначала получите проверенные фазовые доли, затем укажите E, ν и происхождение значений для расчёта Voigt–Reuss–Hill.;;;;;;;;;;;;;;;;app/ThermoGar_app.py:2187
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;11;поле (число);Температура, °C;b4b2_elastic_temperature_{база};700;500;700;;;10;;;;;нет;;;;app/ThermoGar_app.py:2191
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;12;галочка;Выбрать фазы вручную;b4b2_elastic_prepare_manual;False;False;False;;;;;;;;нет;_b4b_requested_phases (ThermoGar_app.py:1543), вызов ThermoGar_app.py:2197;;;app/ThermoGar_app.py:1552
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;13;подпись;'Автоматические фазы: ' + ', '.join(automatic);;;;;;;;not manual;;;;;_b4b_requested_phases (ThermoGar_app.py:1543), вызов ThermoGar_app.py:2197;;;app/ThermoGar_app.py:1557
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;14;мультивыбор;Фазы;b4b2_elastic_prepare_tokens;— (не показывается);— (не показывается);— (не показывается);;;;не (not manual);;;;нет;_b4b_requested_phases (ThermoGar_app.py:1543), вызов ThermoGar_app.py:2197;;;app/ThermoGar_app.py:1563
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;15;плашка (error, текст исключения);Исходные данные для упругих свойств не приняты.;;;;;;;;при исключении;;;;;;;;app/ThermoGar_app.py:2216
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;16;кнопка;Получить фазовые доли;b4b2_elastic_prepare_calculate;;;;;;;prepare_decision is not None;;;;;;;type='primary';app/ThermoGar_app.py:2229
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;17;плашка (error, текст исключения);(текст исключения);;;;;;;;prepare_decision is not None И verified_physical_button(prepare_decision, 'Получить фазовые доли', type='primary', key='… И при исключении;;;;;;;;app/ThermoGar_app.py:2252
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;18;подпись;Исправьте входные данные, чтобы подготовить фазовые доли.;;;;;;;;не (prepare_decision is not None) И prepare_error is not None;;;;;;;;app/ThermoGar_app.py:2254
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;19;плашка (warning);text;;;;;;;;не (type(prepared) is not dict or prepared.get('database_key') != database_key) И не (type(prepared_digest) is not str) И в цикле prepared.get('projection', {}).get('warnings', ());;;;;;;;app/ThermoGar_app.py:2263
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;20;плашка (error, текст исключения);(текст исключения);;;;;;;;не (type(prepared) is not dict or prepared.get('database_key') != database_key) И не (type(prepared_digest) is not str) И при исключении;;;;;;;;app/ThermoGar_app.py:2271
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;21;таблица-редактор;editor;f'b4b2_elastic_editor_{prepared_digest}';;;;;;;не (type(prepared) is not dict or prepared.get('database_key') != database_key) И не (type(prepared_digest) is not str);;;;да (шаг 2): E, ν, происхождение, источник, T отсчёта каждой фазы — thermogar_verified_properties.py:953–955;;;disabled=['phase', 'mole_fraction', 'volume_fraction'];app/ThermoGar_app.py:2274
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;22;галочка;Обновить локальную библиотеку введёнными значениями;f'b4b2_elastic_update_{prepared_digest}';False;False;False;;;;не (type(prepared) is not dict or prepared.get('database_key') != database_key) И не (type(prepared_digest) is not str);;;;нет;;;;app/ThermoGar_app.py:2290
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;23;плашка (error, текст исключения);Таблица упругих свойств не принята. Проверьте E и ν каждой фазы.;;;;;;;;не (type(prepared) is not dict or prepared.get('database_key') != database_key) И не (type(prepared_digest) is not str) И при исключении;;;;;;;;app/ThermoGar_app.py:2317
S14;Свойства;Упругие свойства;"шаг 1 — фазовые доли; шаг 2 — Voigt–Reuss–Hill";"Получить фазовые доли (шаг 1); Рассчитать Voigt–Reuss–Hill (шаг 2)";app/ThermoGar_app.py:2232;24;кнопка;Рассчитать Voigt–Reuss–Hill;b4b2_elastic_vrh_calculate;;;;;;;не (type(prepared) is not dict or prepared.get('database_key') != database_key) И не (type(prepared_digest) is not str);;;;;;;type='primary';app/ThermoGar_app.py:2324
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;1;заголовок;Физические свойства и механизмы упрочнения;;;;;;;;;;;;;;;;app/ThermoGar_app.py:11765
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;2;подпись;Плотность и объёмные доли считаются по термодинамической и физической базам. Упругость и упрочнение — по тем же базам.;;;;;;;;;;;;;;;;app/ThermoGar_app.py:11766
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;3;плашка (error, текст исключения);Физическая база не подключена: файлы не прошли проверку.;;;;;;;;при исключении;;;;;;;;app/ThermoGar_app.py:11777
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;4;галочка;Применять поправки проекта ThermoGar к физической базе;physical_overrides_enabled_env_locked;False;False;False;;;;not overrides_enabled_by_environment();;;;нет;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;Поправка проекта заменяет в физической базе тепловое расширение хрома коэффициентами из статьи, на которую ссылается сама база: перенос этих чисел в базу сломан. Снимите галочку, чтобы считать плотность строго по данным базы, — у сплавов с хромом она выйдет ниже, до 1 % при 700 °C и до 2 % при 1300…;disabled=True;app/ThermoGar_app.py:1467
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;5;подпись;Поправки выключены при запуске ThermoGar, поэтому галочка сейчас не действует.;;;;;;;;not overrides_enabled_by_environment();;;;;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;;;app/ThermoGar_app.py:1474
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;6;раскрывающийся блок;Технические сведения (expanded=False);;;;;;;;not overrides_enabled_by_environment();;;;;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;;;app/ThermoGar_app.py:1475
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;7;подпись;Переменная окружения THERMOGAR_PHYSICAL_OVERRIDES=off. Чтобы включить поправки, запустите ThermoGar без неё.;;;;;;;;not overrides_enabled_by_environment();Технические сведения;;;;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;;;app/ThermoGar_app.py:1476
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;8;галочка;Применять поправки проекта ThermoGar к физической базе;physical_overrides_enabled;True;True;True;;;;не (not overrides_enabled_by_environment());;;;нет;render_physical_overrides_toggle (ThermoGar_app.py:1458), вызов ThermoGar_app.py:11783;Поправка проекта заменяет в физической базе тепловое расширение хрома коэффициентами из статьи, на которую ссылается сама база: перенос этих чисел в базу сломан. Снимите галочку, чтобы считать плотность строго по данным базы, — у сплавов с хромом она выйдет ниже, до 1 % при 700 °C и до 2 % при 1300…;;app/ThermoGar_app.py:1479
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;9;подпись;### Вклады механизмов упрочнения;;;;;;;;;;;;;;;;app/ThermoGar_app.py:2397
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;10;подпись;"Коэффициенты и область применимости задаются явно; отсутствие экспериментальной квалификации не блокирует расчёт.";;;;;;;;;;;;;;;;app/ThermoGar_app.py:2398
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;11;поле (текст, многострочное);Источник и область применимости входов;b4b2_strengthening_provenance_{база};;;;;;;;;;;да — thermogar_verified_properties.py:1074–1081 (USER_INPUT_REQUIRED);;;;app/ThermoGar_app.py:2402
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;12;галочка;Подтверждаю область применимости введённых коэффициентов;b4b2_strengthening_confirmation_{база};False;False;False;;;;;;;;да — thermogar_verified_properties.py:1085–1086 (USER_INPUT_REQUIRED);;;;app/ThermoGar_app.py:2406
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;13;поле (число);Базовое внутреннее сопротивление, МПа;b4b2_strengthening_sigma_{база};0;0;0;0;;;;;;;нет;;;;app/ThermoGar_app.py:2410
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;14;выбор;Правило объединения;b4b2_strengthening_rule_{база};Не суммировать;Не суммировать;Не суммировать;;;;;;;;нет;;;;app/ThermoGar_app.py:2416
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;15;раскрывающийся блок;Hall–Petch;;;;;;;;;;;;;;;;app/ThermoGar_app.py:2425
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;16;галочка;Учитывать Hall–Petch;b4b2_hall_use_{база};False;False;False;;;;;Hall–Petch;;;нет;;;;app/ThermoGar_app.py:2426
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;17;поле (число);k_y, МПа·м¹ᐟ²;b4b2_hall_k_{база};0.1;0.1;0.1;0;;;;Hall–Petch;;;нет;;;;app/ThermoGar_app.py:2427
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;18;поле (число);Размер зерна, мкм;b4b2_hall_grain_{база};10;10;10;1e-12;;;;Hall–Petch;;;нет;;;;app/ThermoGar_app.py:2428
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;19;галочка;Использовать G и ν из текущего результата Hill;b4b2_strengthening_hill_{база};False;False;False;;;;;;;;нет;;;disabled=type(hill_digest) is not str;app/ThermoGar_app.py:2435
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;20;раскрывающийся блок;Taylor;;;;;;;;;;;;;;;;app/ThermoGar_app.py:2441
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;21;галочка;Учитывать Taylor;b4b2_taylor_use_{база};False;False;False;;;;;Taylor;;;нет;;;;app/ThermoGar_app.py:2442
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;22;поле (число);M (Taylor);b4b2_taylor_m_{база};3;3;3;1e-12;;;;Taylor;;;нет;;;;app/ThermoGar_app.py:2443
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;23;поле (число);α;b4b2_taylor_alpha_{база};0.3;0.3;0.3;1e-12;;;;Taylor;;;нет;;;;app/ThermoGar_app.py:2444
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;24;поле (число);G, ГПа (Taylor);b4b2_taylor_g_{база};80;80;80;1e-12;;;;Taylor;;;нет;;;disabled=use_hill;app/ThermoGar_app.py:2445
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;25;поле (число);b, нм (Taylor);b4b2_taylor_b_{база};0.25;0.25;0.25;1e-12;;;;Taylor;;;нет;;;;app/ThermoGar_app.py:2446
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;26;поле (число);Плотность дислокаций, м⁻²;b4b2_taylor_rho_{база};1e+12;1e+12;1e+12;1e-12;;;;Taylor;;;нет;;;;app/ThermoGar_app.py:2447
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;27;галочка;Твёрдорастворный вклад;b4b2_solid_use_{база};False;False;False;;;;;;;;нет;;;;app/ThermoGar_app.py:2448
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;28;поле (число);Твёрдорастворный вклад, МПа;b4b2_solid_{база};0;0;0;0;;;;;;;нет;;;disabled=not solid_enabled;app/ThermoGar_app.py:2449
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;29;раскрывающийся блок;Orowan;;;;;;;;;;;;;;;;app/ThermoGar_app.py:2450
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;30;галочка;Учитывать Orowan;b4b2_orowan_use_{база};False;False;False;;;;;Orowan;;;нет;;;;app/ThermoGar_app.py:2451
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;31;поле (число);M (Orowan);b4b2_orowan_m_{база};3;3;3;1e-12;;;;Orowan;;;нет;;;;app/ThermoGar_app.py:2452
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;32;поле (число);G, ГПа (Orowan);b4b2_orowan_g_{база};80;80;80;1e-12;;;;Orowan;;;нет;;;disabled=use_hill;app/ThermoGar_app.py:2453
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;33;поле (число);b, нм (Orowan);b4b2_orowan_b_{база};0.25;0.25;0.25;1e-12;;;;Orowan;;;нет;;;;app/ThermoGar_app.py:2454
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;34;поле (число);ν (Orowan) (-0.999–0.499);b4b2_orowan_nu_{база};0.3;0.3;0.3;-0.999;0.499;;;Orowan;;;нет;;;disabled=use_hill;app/ThermoGar_app.py:2455
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;35;поле (число);Радиус частиц, нм;b4b2_orowan_radius_{база};10;10;10;1e-12;;;;Orowan;;;нет;;;;app/ThermoGar_app.py:2456
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;36;поле (число);Расстояние между частицами, нм;b4b2_orowan_spacing_{база};100;100;100;1e-12;;;;Orowan;;;нет;;;;app/ThermoGar_app.py:2457
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;37;галочка;Другой вклад;b4b2_other_use_{база};False;False;False;;;;;;;;нет;;;;app/ThermoGar_app.py:2458
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;38;поле (число);Другой вклад, МПа;b4b2_other_{база};0;0;0;0;;;;;;;нет;;;disabled=not other_enabled;app/ThermoGar_app.py:2459
S15;Свойства;Вклады упрочнения;;Рассчитать вклады;app/ThermoGar_app.py:2508;39;кнопка;Рассчитать вклады;b4b2_strengthening_calculate;;;;;;;;;;;;;;type='primary';app/ThermoGar_app.py:2505
S16;Кинетика;Диффузия и гомогенизация;Однофазная пара;Рассчитать однофазную диффузию;app/thermogar_diffusion.py:1559;1;заголовок;Диффузия и гомогенизация;;;;;;;;;;;;;;;;app/thermogar_diffusion.py:1476
